Name,Position,Appearances,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Hit woodwork,Big chances missed,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Tackles,Tackle success %,Blocked shots,Interceptions,Clearances,Headed Clearance,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Errors leading to goal,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Clean sheets,Goals Conceded,Own goals,Last man tackles,Clearances off line
Alex McCarthy,Goalkeeper,6,0,,,,,,,,,,,,0,217,36.17,,,,,27,0,0,0,,,,,,,,,,,,,,0,14,0,4,4,0,4,29,52,0,17,0,,
Rowan McDonald,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Callum McFarlane,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Tom McGill,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
John McGinn,Midfielder,34,1,0.03,0,0,1,0,0,42,11,26%,1,2,3,970,28.53,6,50,26%,11,64,7,0,41,0,66,55%,13,24,15,4,176,199,148,45,22,21,0,,,,,,,,,,,,,
Scott McKenna,Defender,20,0,,0,0,0,,,,,,1,,0,699,34.95,2,2,50%,0,37,4,0,7,0,12,58%,0,12,83,37,68,56,37,5,36,23,1,,,,,,,,,5,32,0,0,0
Weston McKennie,Midfielder,19,0,0.00,0,0,0,0,0,13,2,15%,0,0,1,590,31.05,0,9,33%,4,28,7,0,21,1,30,43%,3,22,26,18,95,71,92,11,25,23,0,,,,,,,,,,,,,
Stuart McKinstry,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Dwight McNeil,Forward,36,7,0.19,0,0,7,0,0,46,15,33%,1,1,3,755,20.97,11,194,,,,5,0,22,1,64,,21,31,32,17,,,,,,,,,,,,,,,,,,,,
Charlie McNeill,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Scott McTominay,Midfielder,24,1,0.04,0,1,0,0,0,13,6,46%,0,2,0,426,17.75,2,4,25%,3,18,8,0,28,0,32,59%,2,14,45,33,78,95,88,13,34,23,1,,,,,,,,,,,,,
Ben Mee,Defender,37,3,,2,0,1,,,,,,1,,2,"1,658",44.81,3,7,14%,0,109,2,0,14,1,45,53%,3,48,116,64,199,203,131,12,132,98,1,,,,,,,,,12,40,0,1,3
Hannibal Mejbri,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Édouard Mendy,Goalkeeper,10,0,,,,,,,,,,,,0,242,24.20,,,,,42,1,0,0,,,,,,,,,,,,,,2,25,0,4,8,2,3,47,63,1,14,0,,
Teden Mengi,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Chris Mepham,Defender,26,0,,0,0,0,,,,,,0,,0,"1,022",39.31,0,0,0%,0,46,7,0,16,0,45,49%,1,30,146,80,85,108,65,3,53,32,0,,,,,,,,,5,52,2,0,0
Illan Meslier,Goalkeeper,34,0,,,,,,,,,,,,0,842,24.76,,,,,121,3,0,1,,,,,,,,,,,,,,3,94,0,22,32,3,30,194,242,5,67,0,,
Matt Miazga,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Alex Mighten,Forward,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,1,1.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Luka Milivojevic,Midfielder,18,0,0.00,0,0,0,0,0,7,0,0%,0,0,0,252,14.00,0,6,33%,0,12,2,0,15,0,13,54%,2,12,10,5,34,23,32,1,6,9,1,,,,,,,,,,,,,
Amari Miller,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Stanley Mills,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
James Milner,Midfielder,31,0,0.00,0,0,0,0,0,7,1,14%,0,0,1,607,19.58,2,52,21%,2,31,2,0,16,0,26,62%,1,12,12,8,64,65,71,11,13,14,0,,,,,,,,,,,,,
Yerry Mina,Defender,7,2,,1,1,0,,,,,,0,,0,321,45.86,0,1,0%,0,12,2,0,6,0,15,53%,0,6,28,20,31,45,23,1,19,15,0,,,,,,,,,1,9,0,0,0
Takumi Minamino,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Tyrone Mings,Defender,35,1,,1,0,0,,,,,,0,,2,"1,887",53.91,2,3,33%,1,105,7,0,18,3,15,47%,3,54,158,89,174,104,64,6,62,24,2,,,,,,,,,12,40,1,0,3
Tyrick Mitchell,Defender,36,0,,0,0,0,,,,,,0,,2,"1,198",33.28,2,70,17%,0,33,5,1,33,2,71,69%,3,42,66,32,186,123,108,17,25,26,0,,,,,,,,,6,38,0,0,0
Kaoru Mitoma,Midfielder,33,7,0.21,2,5,0,0,0,52,21,40%,2,12,5,914,27.70,9,41,,,,0,0,29,6,44,,10,17,5,1,,,,,,,,,,,,,,,,,,,,
Aleksandar Mitrovic,Forward,24,14,0.58,6,7,1,4,0,93,35,38%,1,13,1,489,20.38,5,4,,,,7,0,34,14,14,,17,3,20,14,,,,,,,,,,,,,,,,,,,,
Jakub Moder,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Mohamed Elneny,Midfielder,5,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,60,12.00,0,0,0%,0,4,0,0,1,0,1,100%,0,0,0,0,10,2,3,0,0,2,0,,,,,,,,,,,,,
Mohamed Salah,Forward,38,19,0.50,1,5,13,2,0,125,47,38%,4,20,12,"1,120",29.47,15,38,,,,2,0,20,22,21,,28,6,4,2,,,,,,,,,,,,,,,,,,,,
Moisés Caicedo,Midfielder,37,1,0.03,0,1,0,0,0,28,8,29%,2,0,1,"2,209",59.70,3,17,47%,11,87,10,0,65,0,100,50%,15,56,25,14,248,219,157,28,37,21,1,,,,,,,,,,,,,
Zane Monlouis,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Diogo Monteiro,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Jacob Montes,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Fionn Mooney,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kieffer Moore,Forward,27,4,0.15,3,1,0,0,0,23,9,39%,0,6,0,351,13.00,1,7,,,,1,0,26,0,13,,1,1,26,23,,,,,,,,,,,,,,,,,,,,
Andrew Moran,Midfielder,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,2,2.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Álex Moreno,Defender,19,0,,0,0,0,,,,,,1,,3,579,30.47,2,48,31%,1,9,3,0,17,0,23,61%,3,7,30,16,69,66,94,23,9,12,1,,,,,,,,,4,10,0,0,1
Jimmy Morgan,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Nathan Moriah-Welsh,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Tyler Morton,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Yerson Mosquera,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Malik Mothersille,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Louie Moulden,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Mason Mount,Midfielder,24,3,0.13,0,3,0,0,1,33,9,27%,1,0,2,705,29.38,3,64,23%,6,24,4,0,28,1,33,58%,13,8,6,3,85,85,97,16,9,14,0,,,,,,,,,,,,,
Fabian Mrozek,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Divin Mubama,Forward,3,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,8,2.67,0,0,,,,0,0,3,0,1,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Mykhailo Mudryk,Midfielder,15,0,0.00,0,0,0,0,0,14,5,36%,0,5,2,184,12.27,0,25,20%,1,4,1,0,8,1,11,82%,2,0,2,1,35,41,55,13,5,8,0,,,,,,,,,,,,,
Marqes Muir,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Romaine Mundle,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Arijanet Muric,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Sam Murray,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Mateusz Musialowski,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Yoshinori Muto,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Enock Mwepu,Midfielder,6,0,0.00,0,0,0,0,0,2,1,50%,0,0,1,75,12.50,2,3,0%,0,1,0,0,2,2,10,50%,0,1,1,1,9,12,19,1,0,7,0,,,,,,,,,,,,,
Vitalii Mykolenko,Defender,34,0,,0,0,0,,,,,,0,,0,"1,000",29.41,1,57,25%,1,37,4,0,29,0,58,59%,3,46,89,46,150,115,108,11,26,34,0,,,,,,,,,7,46,0,0,1
Marvelous Nakamba,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Keylor Navas,Goalkeeper,17,0,,,,,,,,,,,,0,464,27.29,,,,,119,2,0,0,,,,,,,,,,,,,,2,51,0,13,13,2,5,65,151,1,32,0,,
Wilfred Ndidi,Midfielder,27,0,0.00,0,0,0,0,0,7,2,29%,0,0,0,894,33.11,0,2,0%,1,21,4,0,29,0,61,69%,2,38,42,26,146,110,90,10,25,22,2,,,,,,,,,,,,,
Tanguy Ndombélé,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Reiss Nelson,Forward,11,3,0.27,0,2,1,0,0,12,7,58%,0,1,2,108,9.82,1,12,25%,0,2,0,0,8,0,4,25%,4,0,4,2,16,17,26,7,2,5,0,,,,,,,,,,,,,
Nélson Semedo,Defender,36,0,,0,0,0,,,,,,0,,1,"1,209",33.58,0,60,13%,4,37,11,1,47,0,71,59%,5,29,76,40,167,158,165,33,30,37,0,,,,,,,,,7,42,0,0,0
Neto,Goalkeeper,27,0,,,,,,,,,,,,0,696,25.78,,,,,174,4,0,0,,,,,,,,,,,,,,0,100,0,15,28,2,11,136,231,6,39,0,,
Moussa Niakhaté,Defender,14,0,,0,0,0,,,,,,0,,0,299,21.36,0,2,0%,0,16,1,0,12,0,18,50%,0,19,54,17,71,43,42,0,19,15,0,,,,,,,,,1,21,0,1,0
Saúl Ñíguez,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Eddie Nketiah,Forward,30,4,0.13,1,3,0,0,0,41,14,34%,1,11,1,250,8.33,2,5,,,,3,0,30,8,13,,15,1,6,0,,,,,,,,,,,,,,,,,,,,
Niels Nkounkou,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Daniel Nlundulu,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Mark Noble,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
James Norris,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Darwin Núñez,Forward,29,9,0.31,3,4,2,0,0,84,37,44%,5,20,3,371,12.79,11,18,,,,1,1,25,17,11,,13,3,12,8,,,,,,,,,,,,,,,,,,,,
Nuno da Costa,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Nuno Tavares,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Ethan Nwaneri,Midfielder,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Christian Nørgaard,Midfielder,22,1,0.05,0,1,0,0,0,19,10,53%,1,0,3,793,36.05,4,11,18%,2,30,6,0,35,0,52,58%,4,34,40,23,165,98,105,8,18,20,0,,,,,,,,,,,,,
Jake O'Brien,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Ollie O'Neill,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Tommi O'Reilly,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Michael Obafemi,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Ademipo Odubeko,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Chituru Odunze,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Odeluga Offiah,Defender,2,0,,0,0,0,,,,,,0,,0,29,14.50,0,0,0%,0,1,0,0,0,0,1,100%,0,0,1,1,3,2,3,1,0,1,0,,,,,,,,,0,3,0,0,0
Angelo Ogbonna,Defender,16,0,,0,0,0,,,,,,0,,0,415,25.94,1,0,0%,0,21,0,0,2,0,11,36%,0,17,73,39,61,50,30,0,35,20,1,,,,,,,,,4,19,0,1,0
Mazeed Ogungbo,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Braian Ojeda,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sheyi Ojo,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Armstrong Oko-Flex,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Ferdinand Okoh,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Arthur Okonkwo,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Ademola Ola-Adebomi,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Kazeem Olaigbe,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Michael Olakigbe,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Michael Olise,Midfielder,37,2,0.05,0,0,2,0,1,51,14,27%,2,1,11,"1,158",31.30,11,242,25%,4,49,2,0,28,7,58,59%,22,26,13,3,165,198,207,54,18,39,0,,,,,,,,,,,,,
Robin Olsen,Goalkeeper,4,0,,,,,,,,,,,,0,111,27.75,,,,,19,0,0,0,,,,,,,,,,,,,,0,11,0,1,5,1,3,18,28,1,8,0,,
David Omilabu,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Tobi Omole,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Amadou Onana,Midfielder,33,1,0.03,1,0,0,0,0,34,6,18%,0,4,2,970,29.39,2,5,0%,5,41,9,0,44,2,72,60%,6,37,37,17,150,199,150,18,60,55,0,,,,,,,,,,,,,
Josh Onomah,Midfielder,2,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,6,3.00,0,0,0%,0,0,0,0,0,0,1,0%,0,0,0,0,1,2,2,0,1,0,0,,,,,,,,,,,,,
Paul Onuachu,Forward,11,0,0.00,0,0,0,0,0,11,5,45%,1,1,0,91,8.27,1,0,,,,0,0,14,6,3,,2,0,4,3,,,,,,,,,,,,,,,,,,,,
Tyler Onyango,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Frank Onyeka,Midfielder,21,0,0.00,0,0,0,0,0,9,4,44%,0,3,2,253,12.05,1,2,0%,0,7,0,0,15,2,19,74%,2,10,16,4,50,63,66,11,7,15,0,,,,,,,,,,,,,
Lewis Orford,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Divock Origi,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Mislav Orsic,Forward,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,2,2.00,0,0,,,,0,0,0,1,1,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Stefan Ortega,Goalkeeper,3,0,,,,,,,,,,,,0,151,50.33,,,,,22,0,0,0,,,,,,,,,,,,,,0,14,0,1,1,0,2,16,12,2,1,0,,
Detlef Esapa Osong,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Owen Otasowie,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Dango Ouattara,Forward,19,1,0.05,0,1,0,0,0,26,5,19%,0,3,3,295,15.53,4,30,,,,1,0,6,8,28,,8,13,29,19,,,,,,,,,,,,,,,,,,,,
Salah-Eddine Oulad M'hand,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Alex Oxlade-Chamberlain,Midfielder,9,1,0.11,1,0,0,0,0,7,3,43%,0,2,0,100,11.11,2,2,0%,2,5,0,0,3,1,5,80%,1,1,3,1,20,16,28,6,1,4,0,,,,,,,,,,,,,
Maximillian Oyedele,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Daniel Oyegoke,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
David Ozoh,Midfielder,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,3,3.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Adrion Pajaziti,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Cole Palmer,Midfielder,14,0,0.00,0,0,0,0,0,11,4,36%,0,1,1,185,13.21,1,7,29%,0,4,1,0,1,1,5,20%,6,1,2,0,20,27,21,15,1,3,0,,,,,,,,,,,,,
Jonathan Panzo,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Stefan Parkes,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Troy Parrott,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Thomas Partey,Midfielder,33,3,0.09,0,3,0,0,0,28,4,14%,2,1,0,"1,946",58.97,2,9,22%,11,107,5,0,37,0,70,57%,10,28,39,18,225,165,115,35,37,25,0,,,,,,,,,,,,,
Maksim Paskotsi,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Charlie Patino,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Travis Patterson,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Lewis Payne,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Ben Pearson,Midfielder,7,0,0.00,0,0,0,0,0,2,1,50%,0,0,0,134,19.14,0,0,0%,0,8,1,0,9,0,7,43%,1,2,4,1,19,11,14,0,2,4,0,,,,,,,,,,,,,
Myles Peart-Harris,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Pedro Neto,Forward,18,0,0.00,0,0,0,0,0,17,3,18%,0,1,0,312,17.33,4,66,,,,2,0,8,2,11,,8,4,3,1,,,,,,,,,,,,,,,,,,,,
Facundo Pellistri,Midfielder,4,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,15,3.75,0,0,0%,0,0,0,0,1,0,1,100%,0,0,1,0,1,5,3,2,0,0,0,,,,,,,,,,,,,
Nicolas Pépé,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Ayoze Pérez,Forward,8,0,0.00,0,0,0,0,0,8,2,25%,1,1,1,152,19.00,3,17,,,,0,0,7,0,11,,2,2,2,0,,,,,,,,,,,,,,,,,,,,
